Label	Weight	Text
q_CinemaSampleKB	1	I am a Republican
q_CinemaSampleKB	1	What's going on
q_CinemaSampleKB	1	Do you like apples
q_CinemaSampleKB	1	I am hungry
q_CinemaSampleKB	1	How much do you love me
q_CinemaSampleKB	1	Do you know any songs
q_CinemaSampleKB	1	Are you here
q_CinemaSampleKB	1	Are you trans
q_CinemaSampleKB	1	Nobody likes me
q_CinemaSampleKB	1	Where are you from
q_CinemaSampleKB	1	What is up
q_CinemaSampleKB	1	When were you born
q_CinemaSampleKB	1	Have you met Cortana
q_CinemaSampleKB	1	You're so happy
q_CinemaSampleKB	1	Do you have a name
q_CinemaSampleKB	1	You're welcome
q_CinemaSampleKB	1	Am I good-looking
q_CinemaSampleKB	1	What's your dad's name
q_CinemaSampleKB	1	Why do you think that
q_CinemaSampleKB	1	Are you smarter than me
q_CinemaSampleKB	1	I just want to go to sleep
q_CinemaSampleKB	1	You're awful
q_CinemaSampleKB	1	Are you dumb
q_CinemaSampleKB	1	You bore me
q_CinemaSampleKB	1	I'm sad today
q_CinemaSampleKB	1	What are you up to
q_CinemaSampleKB	1	Can I take a baby into the cinema
q_CinemaSampleKB	1	Life is good
q_CinemaSampleKB	1	Are you male
q_CinemaSampleKB	1	What do you even mean by that
q_CinemaSampleKB	1	What's your favorite animal
q_CinemaSampleKB	1	Kiss me
q_CinemaSampleKB	1	Are you male or female
q_CinemaSampleKB	1	Hello Alexa
q_CinemaSampleKB	1	Are you intelligent
q_CinemaSampleKB	1	I'm a fan
q_CinemaSampleKB	1	Yes, that's right
q_CinemaSampleKB	1	Just kidding
q_CinemaSampleKB	1	Hi there!
q_CinemaSampleKB	1	You seem really smart
q_CinemaSampleKB	1	Do you know Alexa
q_CinemaSampleKB	1	Pardon
q_CinemaSampleKB	1	Do you know any other jokes
q_CinemaSampleKB	1	When will you shut up
q_CinemaSampleKB	1	Have you ever sung a song
q_CinemaSampleKB	1	I'm so hungry
q_CinemaSampleKB	1	You're gonna be unemployed soon
q_CinemaSampleKB	1	Who's your mom
q_CinemaSampleKB	1	Do you know Google
q_CinemaSampleKB	1	Cool!
q_CinemaSampleKB	1	What do you think about love
q_CinemaSampleKB	1	Why
q_CinemaSampleKB	1	Good night
q_CinemaSampleKB	1	What's your job
q_CinemaSampleKB	1	How long ago were you born
q_CinemaSampleKB	1	Good evening
q_CinemaSampleKB	1	I'm afraid I'm gonna have to let you go.
q_CinemaSampleKB	1	How intelligent are you
q_CinemaSampleKB	1	I love music
q_CinemaSampleKB	1	Are you young
q_CinemaSampleKB	1	I don't get it
q_CinemaSampleKB	1	I love getting valentines
q_CinemaSampleKB	1	Sorry about that
q_CinemaSampleKB	1	Are you in a relationship
q_CinemaSampleKB	1	I need a kiss
q_CinemaSampleKB	1	That was a joke
q_CinemaSampleKB	1	What are your policies towards the disabled
q_CinemaSampleKB	1	Useless
q_CinemaSampleKB	1	Aren't you cheerful
q_CinemaSampleKB	1	Say something funny
q_CinemaSampleKB	1	That doesn't make sense
q_CinemaSampleKB	1	How old are you
q_CinemaSampleKB	1	Hi Cortana
q_CinemaSampleKB	1	That's inaccurate
q_CinemaSampleKB	1	What country are you in
q_CinemaSampleKB	1	Good evening to you
q_CinemaSampleKB	1	Say a joke
q_CinemaSampleKB	1	Good night to you
q_CinemaSampleKB	1	Why don't you ever stop talking
q_CinemaSampleKB	1	FALSE
q_CinemaSampleKB	1	What other jokes can you tell
q_CinemaSampleKB	1	You're funny
q_CinemaSampleKB	1	Are you a boy
q_CinemaSampleKB	1	Getting tired of you
q_CinemaSampleKB	1	How are things
q_CinemaSampleKB	1	Do you believe in love
q_CinemaSampleKB	1	Can you hear me now
q_CinemaSampleKB	1	How do you feel about working late
q_CinemaSampleKB	1	Where did you come from
q_CinemaSampleKB	1	I'm chewing gum right now
q_CinemaSampleKB	1	You're the best
q_CinemaSampleKB	1	Do you hate me
q_CinemaSampleKB	1	Stop talking
q_CinemaSampleKB	1	I'm so sad
q_CinemaSampleKB	1	What's your favorite activity
q_CinemaSampleKB	1	Do you and Cortana hang out
q_CinemaSampleKB	1	Testing
q_CinemaSampleKB	1	Will you post my tickets to me
q_CinemaSampleKB	1	What do you think about AI
q_CinemaSampleKB	1	Can you sleep
q_CinemaSampleKB	1	You're fired!
q_CinemaSampleKB	1	What's your age
q_CinemaSampleKB	1	Are you my friend
q_CinemaSampleKB	1	You're so basic
q_CinemaSampleKB	1	Do you like Siri
q_CinemaSampleKB	1	Don't you get hungry
q_CinemaSampleKB	1	That's not true
q_CinemaSampleKB	1	I'm famished
q_CinemaSampleKB	1	You're so funny
q_CinemaSampleKB	1	Yes
q_CinemaSampleKB	1	High five!
q_CinemaSampleKB	1	Ask me something
q_CinemaSampleKB	1	Thanks
q_CinemaSampleKB	1	Do you sing
q_CinemaSampleKB	1	I'd like to take you out on a date
q_CinemaSampleKB	1	What do you mean by that
q_CinemaSampleKB	1	I am going on a run
q_CinemaSampleKB	1	Do you like baseball
q_CinemaSampleKB	1	Do you ever get hungry
q_CinemaSampleKB	1	I want to lay down
q_CinemaSampleKB	1	I'm so lonely
q_CinemaSampleKB	1	Not funny
q_CinemaSampleKB	1	What makes you think that
q_CinemaSampleKB	1	Love you!
q_CinemaSampleKB	1	Are you smart
q_CinemaSampleKB	1	Hug me
q_CinemaSampleKB	1	Give me a joke
q_CinemaSampleKB	1	Are you pansexual
q_CinemaSampleKB	1	Will you marry me
q_CinemaSampleKB	1	Do you know other bots
q_CinemaSampleKB	1	You made no sense
q_CinemaSampleKB	1	Can you fly
